,Unnamed: 0,Unnamed: 0.1,trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,pops,num_pops,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,saige_heritability_AFR,saige_heritability_AMR,saige_heritability_CSA,saige_heritability_EAS,saige_heritability_EUR,saige_heritability_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR,lambda_gc_MID,filename,filename_tabix,aws_link,aws_link_tabix,wget,wget_tabix,size_in_bytes,size_in_bytes_tabix,md5_hex,md5_hex_tabix,phenocode_annotate_lst,category_manual,new_pheno_annot
791,791,5151,icd10,R16,both_sexes,,,"R16 Hepatomegaly and splenomegaly, not elsewhere classified",truncated: true,,"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified | R10-R19 Symptoms and signs involving the digestive system and abdomen | R16 Hepatomegaly and splenomegaly, not elsewhere classified",942,305,558,EUR,1,,,,,816,,,,,,419715,,,,,,0.19573,,,,,,1.0388,,icd10-R16-both_sexes.tsv.bgz,icd10-R16-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-R16-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-R16-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-R16-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-R16-both_sexes.tsv.bgz.tbi,535207405,1751660,fd753ca3606042ca92603a916fbfe7c4,12439d41e49cb9ec8062b072226a7254,IC_Hepatomegaly_and_splenomegaly_not_elsewhere_classified_h0.19573_n942,abnormal_symptoms,IC_Hepatomegaly_and_splenomegaly_not_elsewhere_classified_h0.19573_n942
792,792,5155,icd10,R23,both_sexes,,,R23 Other skin changes,truncated: true,,"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified | R20-R23 Symptoms and signs involving the skin and subcutaneous tissue | R23 Other skin changes",961,476,417,EUR,1,,,,,865,,,,,,419666,,,,,,0.069157,,,,,,1.0096,,icd10-R23-both_sexes.tsv.bgz,icd10-R23-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-R23-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-R23-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-R23-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-R23-both_sexes.tsv.bgz.tbi,535961792,1752067,b7171052b52af78f3380c07b995ada65,fe33ccbb041e9af0a2b2a43ad4da8a09,IC_Other_skin_changes_h0.06916_n961,abnormal_symptoms,IC_Other_skin_changes_h0.06916_n961
793,793,5156,icd10,R25,both_sexes,,,R25 Abnormal involuntary movements,truncated: true,,"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified | R25-R29 Symptoms and signs involving the nervous and musculoskeletal systems | R25 Abnormal involuntary movements",1372,639,623,EUR,1,,,,,1201,,,,,,419330,,,,,,0.096291,,,,,,1.0075,,icd10-R25-both_sexes.tsv.bgz,icd10-R25-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-R25-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-R25-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-R25-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-R25-both_sexes.tsv.bgz.tbi,539013105,1751699,c6ba5df8eaf0c96d0a2f1ee3160bb52d,d7695c4e6036c8710adce7b4c8c76363,IC_Abnormal_involuntary_movements_h0.09629_n1372,abnormal_symptoms,IC_Abnormal_involuntary_movements_h0.09629_n1372
794,794,5158,icd10,R27,both_sexes,,,R27 Other lack of coordination,truncated: true,,"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified | R25-R29 Symptoms and signs involving the nervous and musculoskeletal systems | R27 Other lack of coordination",512,202,277,EUR,1,,,,,459,,,,,,420072,,,,,,0.13542,,,,,,1.0161,,icd10-R27-both_sexes.tsv.bgz,icd10-R27-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-R27-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-R27-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-R27-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-R27-both_sexes.tsv.bgz.tbi,528880316,1751121,93adb69225a929400026fe2efb36e1aa,6ad08fcec58d88c2441f710d49d94f13,IC_Other_lack_of_coordination_h0.13542_n512,abnormal_symptoms,IC_Other_lack_of_coordination_h0.13542_n512
795,795,5166,icd10,R45,both_sexes,,,R45 Symptoms and signs involving emotional state,truncated: true,,"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified | R40-R46 Symptoms and signs involving cognition, perception, emotional state and behaviour | R45 Symptoms and signs involving emotional state",1214,492,625,EUR,1,,,,,1049,,,,,,419482,,,,,,0.094846,,,,,,1.0137,,icd10-R45-both_sexes.tsv.bgz,icd10-R45-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-R45-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-R45-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-R45-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-R45-both_sexes.tsv.bgz.tbi,537658943,1751831,189babefc6eff42fe44ad29023bb3336,6f0e2e5888e233e3902bd033e31480bb,IC_Symptoms_and_signs_involving_emotional_state_h0.09485_n1214,abnormal_symptoms,IC_Symptoms_and_signs_involving_emotional_state_h0.09485_n1214
796,796,5167,icd10,R46,both_sexes,,,R46 Symptoms and signs involving appearance and behaviour,truncated: true,,"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified | R40-R46 Symptoms and signs involving cognition, perception, emotional state and behaviour | R46 Symptoms and signs involving appearance and behaviour",326,99,191,EUR,1,,,,,272,,,,,,420259,,,,,,0.19728,,,,,,0.98277,,icd10-R46-both_sexes.tsv.bgz,icd10-R46-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-R46-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-R46-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-R46-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-R46-both_sexes.tsv.bgz.tbi,522402723,1750623,ffcf8ac51851979f19da6656db64bed8,afe306751a13faf0c72976aa1ccaeea0,IC_Symptoms_and_signs_involving_appearance_and_behaviour_h0.19728_n326,abnormal_symptoms,IC_Symptoms_and_signs_involving_appearance_and_behaviour_h0.19728_n326
797,797,5173,icd10,R57,both_sexes,,,"R57 Shock, not elsewhere classified",truncated: true,,"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified | R50-R69 General symptoms and signs | R57 Shock, not elsewhere classified",560,198,316,EUR,1,,,,,482,,,,,,420049,,,,,,0.15996,,,,,,1.0047,,icd10-R57-both_sexes.tsv.bgz,icd10-R57-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-R57-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-R57-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-R57-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-R57-both_sexes.tsv.bgz.tbi,529442743,1751593,f9f0cc47f9d9365a942c4870cc3733ff,d2798ad4a71e81c715cb5af034a620be,IC_Shock_not_elsewhere_classified_h0.15996_n560,abnormal_symptoms,IC_Shock_not_elsewhere_classified_h0.15996_n560
798,798,5175,icd10,R60,both_sexes,,,"R60 Oedema, not elsewhere classified",truncated: true,,"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified | R50-R69 General symptoms and signs | R60 Oedema, not elsewhere classified",2799,1237,1346,EUR,1,,,,,2452,,,,,,418079,,,,,,0.066618,,,,,,1.0208,,icd10-R60-both_sexes.tsv.bgz,icd10-R60-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-R60-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-R60-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-R60-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-R60-both_sexes.tsv.bgz.tbi,543349761,1752073,3aac8ff20b2a6f0ef760bc4fad8a5ac0,6feea47611f4a5cb1023134aad3bddfb,IC_Oedema_not_elsewhere_classified_h0.06662_n2799,abnormal_symptoms,IC_Oedema_not_elsewhere_classified_h0.06662_n2799
799,799,5179,icd10,R68,both_sexes,,,R68 Other general symptoms and signs,truncated: true,,"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified | R50-R69 General symptoms and signs | R68 Other general symptoms and signs",634,263,330,EUR,1,,,,,553,,,,,,419978,,,,,,0.12448,,,,,,1.0052,,icd10-R68-both_sexes.tsv.bgz,icd10-R68-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-R68-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-R68-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-R68-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-R68-both_sexes.tsv.bgz.tbi,531178279,1751668,7b927aa6c63ed5a0c44c918c6810c21f,8f9849dddfa4cefebb260ec608524be7,IC_Other_general_symptoms_and_signs_h0.12448_n634,abnormal_symptoms,IC_Other_general_symptoms_and_signs_h0.12448_n634
800,800,5186,icd10,R82,both_sexes,,,R82 Other abnormal findings in urine,truncated: true,,"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified | R80-R82 Abnormal findings on examination of urine, without diagnosis | R82 Other abnormal findings in urine",485,192,253,EUR,1,,,,,420,,,,,,420111,,,,,,0.17115,,,,,,1.0169,,icd10-R82-both_sexes.tsv.bgz,icd10-R82-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-R82-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-R82-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-R82-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-R82-both_sexes.tsv.bgz.tbi,527999242,1751187,81a57dfd82cf6e6286be23d79c9fcca1,1fc85a497b09c16d46d1dc4f4f3fc166,IC_Other_abnormal_findings_in_urine_h0.17115_n485,abnormal_symptoms,IC_Other_abnormal_findings_in_urine_h0.17115_n485
801,801,5188,icd10,R85,both_sexes,,,R85 Abnormal findings in specimens from digestive organs and abdominal cavity,truncated: true,,"Chapter XVIII Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified | R83-R89 Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis | R85 Abnormal findings in specimens from digestive organs and abdominal cavity",293,149,113,EUR,1,,,,,239,,,,,,420292,,,,,,0.19766,,,,,,0.97739,,icd10-R85-both_sexes.tsv.bgz,icd10-R85-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-R85-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-R85-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-R85-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-R85-both_sexes.tsv.bgz.tbi,520189011,1751296,f7ce207402ca5264c4e6759d1abe331f,619dcbf8ddf332b369f33b0e2f39ec64,IC_Abnormal_findings_in_specimens_from_digestive_organs_and_abdominal_cavity_h0.19766_n293,abnormal_symptoms,IC_Abnormal_findings_in_specimens_from_digestive_organs_and_abdominal_cavity_h0.19766_n293
802,802,5197,icd10,S05,both_sexes,,,S05 Injury of eye and orbit,truncated: true,,"Chapter XIX Injury, poisoning and certain other consequences of external causes | S00-S09 Injuries to the head | S05 Injury of eye and orbit",473,161,266,EUR,1,,,,,402,,,,,,420129,,,,,,0.14513,,,,,,1.0039,,icd10-S05-both_sexes.tsv.bgz,icd10-S05-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-S05-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-S05-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-S05-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-S05-both_sexes.tsv.bgz.tbi,526984896,1751100,2e6524632180440dc8199dd9ee258ae9,4f2ed48cf1bbc27d650b9124fdb10c68,IC_Injury_of_eye_and_orbit_h0.14513_n473,injuries_poisonings,IC_Injury_of_eye_and_orbit_h0.14513_n473
803,803,5199,icd10,S09,both_sexes,,,S09 Other and unspecified injuries of head,truncated: true,,"Chapter XIX Injury, poisoning and certain other consequences of external causes | S00-S09 Injuries to the head | S09 Other and unspecified injuries of head",2679,999,1439,EUR,1,,,,,2334,,,,,,418197,,,,,,0.052434,,,,,,1.0207,,icd10-S09-both_sexes.tsv.bgz,icd10-S09-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-S09-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-S09-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-S09-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-S09-both_sexes.tsv.bgz.tbi,543256813,1751833,ba2bbb2295258253829008c09b9182ea,ce53b362cd5fff227fe613d695f991c0,IC_Other_and_unspecified_injuries_of_head_h0.05243_n2679,injuries_poisonings,IC_Other_and_unspecified_injuries_of_head_h0.05243_n2679
804,804,5201,icd10,S13,both_sexes,,,"S13 Dislocation, sprain and strain of joints and ligaments at neck level",truncated: true,,"Chapter XIX Injury, poisoning and certain other consequences of external causes | S10-S19 Injuries to the neck | S13 Dislocation, sprain and strain of joints and ligaments at neck level",202,94,92,EUR,1,,,,,173,,,,,,420358,,,,,,0.084217,,,,,,0.99948,,icd10-S13-both_sexes.tsv.bgz,icd10-S13-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-S13-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-S13-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-S13-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-S13-both_sexes.tsv.bgz.tbi,514303042,1750759,51296f174e3873e916beafebe5406e6a,9436a3d1f26a29fbe34e7d032674f8e0,IC_Dislocation_sprain_and_strain_of_joints_and_ligaments_at_neck_level_h0.08422_n202,injuries_poisonings,IC_Dislocation_sprain_and_strain_of_joints_and_ligaments_at_neck_level_h0.08422_n202
805,805,5204,icd10,S20,both_sexes,,,S20 Superficial injury of thorax,truncated: true,,"Chapter XIX Injury, poisoning and certain other consequences of external causes | S20-S29 Injuries to the thorax | S20 Superficial injury of thorax",568,229,297,EUR,1,,,,,506,,,,,,420025,,,,,,0.086175,,,,,,0.99281,,icd10-S20-both_sexes.tsv.bgz,icd10-S20-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-S20-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-S20-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-S20-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-S20-both_sexes.tsv.bgz.tbi,530153342,1751380,9e150608e3c313e91ef51dd27a4d822c,3c59976526c270dcb56b2f72e43a2fac,IC_Superficial_injury_of_thorax_h0.08618_n568,injuries_poisonings,IC_Superficial_injury_of_thorax_h0.08618_n568
806,806,5205,icd10,S22,both_sexes,,,"S22 Fracture of rib(s), sternum and thoracic spine",truncated: true,,"Chapter XIX Injury, poisoning and certain other consequences of external causes | S20-S29 Injuries to the thorax | S22 Fracture of rib(s), sternum and thoracic spine",459,142,286,EUR,1,,,,,418,,,,,,420113,,,,,,0.14148,,,,,,0.99014,,icd10-S22-both_sexes.tsv.bgz,icd10-S22-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-S22-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-S22-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-S22-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-S22-both_sexes.tsv.bgz.tbi,528127725,1751436,2ed5b0dd276c22f93afb85b7d90e6e0d,686e547108487055f866584cfb1548b3,IC_Fracture_of_rib(s)_sternum_and_thoracic_spine_h0.14148_n459,injuries_poisonings,IC_Fracture_of_rib(s)_sternum_and_thoracic_spine_h0.14148_n459
807,807,5206,icd10,S27,both_sexes,,,S27 Injury of other and unspecified intrathoracic organs,truncated: true,,"Chapter XIX Injury, poisoning and certain other consequences of external causes | S20-S29 Injuries to the thorax | S27 Injury of other and unspecified intrathoracic organs",207,54,137,EUR,1,,,,,185,,,,,,420346,,,,,,0.10643,,,,,,0.97485,,icd10-S27-both_sexes.tsv.bgz,icd10-S27-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-S27-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-S27-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-S27-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-S27-both_sexes.tsv.bgz.tbi,514901261,1750790,4b3ff3e44c7ec28154c354281727580c,bdafc49a09fcb49e985a4b7ffcf3e538,IC_Injury_of_other_and_unspecified_intrathoracic_organs_h0.10643_n207,injuries_poisonings,IC_Injury_of_other_and_unspecified_intrathoracic_organs_h0.10643_n207
808,808,5208,icd10,S30,both_sexes,,,"S30 Superficial injury of abdomen, lower back and pelvis",truncated: true,,"Chapter XIX Injury, poisoning and certain other consequences of external causes | S30-S39 Injuries to the abdomen, lower back, lumbar spine and pelvis | S30 Superficial injury of abdomen, lower back and pelvis",853,365,423,EUR,1,,,,,758,,,,,,419773,,,,,,0.17709,,,,,,1.0239,,icd10-S30-both_sexes.tsv.bgz,icd10-S30-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-S30-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-S30-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-S30-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-S30-both_sexes.tsv.bgz.tbi,534482208,1751744,eb1df0cc2ac6f76c29a07b55a713fe84,ee755baa5542b09e53f9fe28a59e0031,IC_Superficial_injury_of_abdomen_lower_back_and_pelvis_h0.17709_n853,injuries_poisonings,IC_Superficial_injury_of_abdomen_lower_back_and_pelvis_h0.17709_n853
809,809,5214,icd10,S42,both_sexes,,,S42 Fracture of shoulder and upper arm,truncated: true,,"Chapter XIX Injury, poisoning and certain other consequences of external causes | S40-S49 Injuries to the shoulder and upper arm | S42 Fracture of shoulder and upper arm",497,200,257,EUR,1,,,,,449,,,,,,420082,,,,,,0.11123,,,,,,1.016,,icd10-S42-both_sexes.tsv.bgz,icd10-S42-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-S42-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-S42-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-S42-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-S42-both_sexes.tsv.bgz.tbi,528661875,1751447,aa8a7046d48f526cf0ffd5a3caa7ce55,4116f91efcec04a78f7d965f815a988e,IC_Fracture_of_shoulder_and_upper_arm_h0.11123_n497,injuries_poisonings,IC_Fracture_of_shoulder_and_upper_arm_h0.11123_n497
810,810,5216,icd10,S46,both_sexes,,,S46 Injury of muscle and tendon at shoulder and upper arm level,truncated: true,,"Chapter XIX Injury, poisoning and certain other consequences of external causes | S40-S49 Injuries to the shoulder and upper arm | S46 Injury of muscle and tendon at shoulder and upper arm level",323,83,211,EUR,1,,,,,284,,,,,,420247,,,,,,0.058395,,,,,,1.0007,,icd10-S46-both_sexes.tsv.bgz,icd10-S46-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-S46-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-S46-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-S46-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-S46-both_sexes.tsv.bgz.tbi,522941831,1751016,8826abae12390ee8e1864f1b7111e751,bf731955882e1569aab5c95e3330eff0,IC_Injury_of_muscle_and_tendon_at_shoulder_and_upper_arm_level_h0.05840_n323,injuries_poisonings,IC_Injury_of_muscle_and_tendon_at_shoulder_and_upper_arm_level_h0.05840_n323
811,811,5217,icd10,S49,both_sexes,,,S49 Other and unspecified injuries of shoulder and upper arm,truncated: true,,"Chapter XIX Injury, poisoning and certain other consequences of external causes | S40-S49 Injuries to the shoulder and upper arm | S49 Other and unspecified injuries of shoulder and upper arm",219,87,114,EUR,1,,,,,190,,,,,,420341,,,,,,0.11056,,,,,,0.98879,,icd10-S49-both_sexes.tsv.bgz,icd10-S49-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-S49-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-S49-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-S49-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-S49-both_sexes.tsv.bgz.tbi,515148819,1750827,86969e078bf0ae93420799e507ca5755,dd4f7969439c067fcaee96856ed3f9ec,IC_Other_and_unspecified_injuries_of_shoulder_and_upper_arm_h0.11056_n219,injuries_poisonings,IC_Other_and_unspecified_injuries_of_shoulder_and_upper_arm_h0.11056_n219
812,812,5218,icd10,S50,both_sexes,,,S50 Superficial injury of forearm,truncated: true,,"Chapter XIX Injury, poisoning and certain other consequences of external causes | S50-S59 Injuries to the elbow and forearm | S50 Superficial injury of forearm",491,187,269,EUR,1,,,,,448,,,,,,420083,,,,,,0.25006,,,,,,0.98342,,icd10-S50-both_sexes.tsv.bgz,icd10-S50-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-S50-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-S50-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-S50-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-S50-both_sexes.tsv.bgz.tbi,528729157,1751566,00a8c2f8486a58df06e999cb2cdedc76,138dc26b340459640d764951e10bdc47,IC_Superficial_injury_of_forearm_h0.25006_n491,injuries_poisonings,IC_Superficial_injury_of_forearm_h0.25006_n491
