,trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,pops,num_pops,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,saige_heritability_AFR,saige_heritability_AMR,saige_heritability_CSA,saige_heritability_EAS,saige_heritability_EUR,saige_heritability_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR,lambda_gc_MID,filename,filename_tabix,aws_link,aws_link_tabix,wget,wget_tabix,size_in_bytes,size_in_bytes_tabix,md5_hex,md5_hex_tabix
2897,categorical,41200,both_sexes,W742,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",W74.2 Reconstruction of intra-articular ligament NEC,Health-related outcomes > Hospital inpatient > Summary Operations,692.0,283.0,409.0,EUR,1.0,,,,,585.0,,,,,,419946.0,,,,,,0.17053,,,,,,1.0097,,categorical-41200-both_sexes-W742.tsv.bgz,categorical-41200-both_sexes-W742.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W742.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W742.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W742.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W742.tsv.bgz.tbi,532162083.0,1751336.0,417bf6c54fc9c97607f7e6f9f5aeef5c,c404f8aff39650ef1ce0a63a160b8b19
2902,categorical,41200,both_sexes,W781,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",W78.1 Release of contracture of shoulder joint,Health-related outcomes > Hospital inpatient > Summary Operations,602.0,371.0,231.0,EUR,1.0,,,,,536.0,,,,,,419995.0,,,,,,0.083646,,,,,,0.996,,categorical-41200-both_sexes-W781.tsv.bgz,categorical-41200-both_sexes-W781.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W781.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W781.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W781.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W781.tsv.bgz.tbi,530801750.0,1751541.0,448f10c85c96a2387c71a69866a41a17,af80a2106da101941189225712921230
2905,categorical,41200,both_sexes,W791,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",W79.1 Soft tissue correction of hallux valgus,Health-related outcomes > Hospital inpatient > Summary Operations,2273.0,2068.0,205.0,EUR,1.0,,,,,1979.0,,,,,,418552.0,,,,,,0.15615,,,,,,1.0234,,categorical-41200-both_sexes-W791.tsv.bgz,categorical-41200-both_sexes-W791.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W791.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W791.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W791.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W791.tsv.bgz.tbi,542624442.0,1752051.0,e71db5575ab7a5e76bde3870a53c015c,746c1d7f637a6ad7f5c1382b44bac437
2907,categorical,41200,both_sexes,W801,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",W80.1 Open debridement and irrigation of joint,Health-related outcomes > Hospital inpatient > Summary Operations,246.0,121.0,125.0,EUR,1.0,,,,,205.0,,,,,,420326.0,,,,,,0.13924,,,,,,1.0169,,categorical-41200-both_sexes-W801.tsv.bgz,categorical-41200-both_sexes-W801.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W801.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W801.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W801.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W801.tsv.bgz.tbi,517232003.0,1750800.0,e08f698348ce5170e9f3df5bc1b05271,95651b2d337ad8c422086d6e93420be1
2910,categorical,41200,both_sexes,W811,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",W81.1 Excision of lesion of joint NEC,Health-related outcomes > Hospital inpatient > Summary Operations,438.0,293.0,145.0,EUR,1.0,,,,,391.0,,,,,,420140.0,,,,,,0.13897,,,,,,0.99719,,categorical-41200-both_sexes-W811.tsv.bgz,categorical-41200-both_sexes-W811.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W811.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W811.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W811.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W811.tsv.bgz.tbi,526896322.0,1751374.0,c534ba8b871ce77eab76c0242e5c859b,b3186614536acab9fa4651e945b32eb3
2916,categorical,41200,both_sexes,W828,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",W82.8 Other specified therapeutic endoscopic operations on semilunar cartilage,Health-related outcomes > Hospital inpatient > Summary Operations,673.0,270.0,403.0,EUR,1.0,,,,,600.0,,,,,,419931.0,,,,,,0.13739,,,,,,1.0053,,categorical-41200-both_sexes-W828.tsv.bgz,categorical-41200-both_sexes-W828.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W828.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W828.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W828.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W828.tsv.bgz.tbi,532138035.0,1751630.0,72e945c2a32ceb7da6b417efda3459ef,50811a51d51bfccfc39b5b3a47e76626
2917,categorical,41200,both_sexes,W833,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",W83.3 Endoscopic shaving of articular cartilage,Health-related outcomes > Hospital inpatient > Summary Operations,1226.0,652.0,574.0,EUR,1.0,,,,,1085.0,,,,,,419446.0,,,,,,0.089884,,,,,,1.0123,,categorical-41200-both_sexes-W833.tsv.bgz,categorical-41200-both_sexes-W833.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W833.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W833.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W833.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W833.tsv.bgz.tbi,538326918.0,1751859.0,a47aa36c0dedccc7bb445f26b884c8ee,ef0e60a6da610f7d63733d3332c4ff6c
2923,categorical,41200,both_sexes,W844,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",W84.4 Endoscopic decompression of joint,Health-related outcomes > Hospital inpatient > Summary Operations,680.0,383.0,297.0,EUR,1.0,,,,,590.0,,,,,,419941.0,,,,,,0.069949,,,,,,1.0167,,categorical-41200-both_sexes-W844.tsv.bgz,categorical-41200-both_sexes-W844.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W844.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W844.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W844.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W844.tsv.bgz.tbi,532161483.0,1751567.0,6ceea0247756a43682ba336d607bb6bb,ea9849e29fbd4696389df1782052735a
2929,categorical,41200,both_sexes,W858,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",W85.8 Other specified therapeutic endoscopic operations on cavity of knee joint,Health-related outcomes > Hospital inpatient > Summary Operations,734.0,362.0,372.0,EUR,1.0,,,,,650.0,,,,,,419881.0,,,,,,0.24415,,,,,,0.98571,,categorical-41200-both_sexes-W858.tsv.bgz,categorical-41200-both_sexes-W858.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W858.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W858.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W858.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W858.tsv.bgz.tbi,533241661.0,1751887.0,fe12e1bb58244500fb85393f6c7d801c,112de4a74407a8279c642465857b3825
2937,categorical,41200,both_sexes,W891,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",W89.1 Endoscopic chondroplasty NEC,Health-related outcomes > Hospital inpatient > Summary Operations,510.0,286.0,224.0,EUR,1.0,,,,,442.0,,,,,,420089.0,,,,,,0.21055,,,,,,0.98221,,categorical-41200-both_sexes-W891.tsv.bgz,categorical-41200-both_sexes-W891.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W891.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W891.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W891.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W891.tsv.bgz.tbi,528870869.0,1751107.0,d9f180f7379af1fca0207243186dc3ee,86fd4a600e288143d56be3db94dee19c
2945,categorical,41200,both_sexes,W931,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",W93.1 Primary hybrid prosthetic replacement of hip joint using cemented acetabular component,Health-related outcomes > Hospital inpatient > Summary Operations,515.0,334.0,181.0,EUR,1.0,,,,,481.0,,,,,,420050.0,,,,,,0.12813,,,,,,0.98836,,categorical-41200-both_sexes-W931.tsv.bgz,categorical-41200-both_sexes-W931.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W931.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W931.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W931.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W931.tsv.bgz.tbi,529479281.0,1751430.0,21d0880a5a50ca42b8b42e88f5e53b81,5b777a071a7a7b922ba5bd9ce7ebee06
2946,categorical,41200,both_sexes,W941,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",W94.1 Primary hybrid prosthetic replacement of hip joint using cemented femoral component,Health-related outcomes > Hospital inpatient > Summary Operations,1996.0,1265.0,731.0,EUR,1.0,,,,,1857.0,,,,,,418674.0,,,,,,0.078288,,,,,,1.0376,,categorical-41200-both_sexes-W941.tsv.bgz,categorical-41200-both_sexes-W941.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W941.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W941.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-W941.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-W941.tsv.bgz.tbi,542378341.0,1752023.0,791f1aff3223dfaf91ae1f396ab06da6,7340075ab241ee1651e91735171d6475
2961,categorical,41200,both_sexes,X299,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",X29.9 Unspecified continuous Infusion of therapeutic substance,Health-related outcomes > Hospital inpatient > Summary Operations,381.0,217.0,164.0,EUR,1.0,,,,,326.0,,,,,,420205.0,,,,,,0.071798,,,,,,0.99597,,categorical-41200-both_sexes-X299.tsv.bgz,categorical-41200-both_sexes-X299.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X299.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X299.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X299.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X299.tsv.bgz.tbi,524577385.0,1751023.0,18c88205b7b9a336f03c9391d01e7863,c1e272746a6d01a5acf2bb3851b1c0f5
2964,categorical,41200,both_sexes,X312,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",X31.2 Intravenous pyelography,Health-related outcomes > Hospital inpatient > Summary Operations,1281.0,426.0,855.0,EUR,1.0,,,,,1093.0,,,,,,419438.0,,,,,,0.18001,,,,,,1.0392,,categorical-41200-both_sexes-X312.tsv.bgz,categorical-41200-both_sexes-X312.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X312.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X312.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X312.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X312.tsv.bgz.tbi,537927963.0,1752022.0,b0fa21e603fd17becc80fe37bf375aa9,e066354c3185c504ffc2d85fe96156fe
2981,categorical,41200,both_sexes,X369,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",X36.9 Unspecified blood withdrawal,Health-related outcomes > Hospital inpatient > Summary Operations,1692.0,891.0,801.0,EUR,1.0,,,,,1416.0,,,,,,419115.0,,,,,,0.083543,,,,,,1.034,,categorical-41200-both_sexes-X369.tsv.bgz,categorical-41200-both_sexes-X369.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X369.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X369.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X369.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X369.tsv.bgz.tbi,540107541.0,1752205.0,0caac24ce869eb72b82a1a1a6cfc2997,454122a0f2c23b2b2659bcd06de725c0
2983,categorical,41200,both_sexes,X375,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",X37.5 Intramuscular injection for local action,Health-related outcomes > Hospital inpatient > Summary Operations,771.0,523.0,248.0,EUR,1.0,,,,,643.0,,,,,,419888.0,,,,,,0.1468,,,,,,0.9811,,categorical-41200-both_sexes-X375.tsv.bgz,categorical-41200-both_sexes-X375.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X375.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X375.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X375.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X375.tsv.bgz.tbi,533208691.0,1751350.0,6ebfef8721a9a3c6f5db3958956f7423,2242441b2b05dc28b734abcacb8565b1
2987,categorical,41200,both_sexes,X384,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",X38.4 Subcutaneous chemotherapy,Health-related outcomes > Hospital inpatient > Summary Operations,659.0,469.0,190.0,EUR,1.0,,,,,571.0,,,,,,419960.0,,,,,,0.13518,,,,,,0.99416,,categorical-41200-both_sexes-X384.tsv.bgz,categorical-41200-both_sexes-X384.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X384.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X384.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X384.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X384.tsv.bgz.tbi,531859235.0,1751529.0,19489bfc9ba7b67aa2bbcc5b38020540,ed75f749ccb21c69c1827cde90b0d845
2991,categorical,41200,both_sexes,X403,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",X40.3 Haemodialysis NEC,Health-related outcomes > Hospital inpatient > Summary Operations,502.0,192.0,310.0,EUR,1.0,,,,,392.0,,,,,,420139.0,,,,,,0.20731,,,,,,0.98274,,categorical-41200-both_sexes-X403.tsv.bgz,categorical-41200-both_sexes-X403.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X403.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X403.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X403.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X403.tsv.bgz.tbi,526238325.0,1751148.0,2dca87738b0881cd035deca040518e9e,62977e30fe8258fd6e310fa3b116423f
2993,categorical,41200,both_sexes,X411,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",X41.1 Insertion of ambulatory peritoneal dialysis catheter,Health-related outcomes > Hospital inpatient > Summary Operations,257.0,106.0,151.0,EUR,1.0,,,,,211.0,,,,,,420320.0,,,,,,0.068786,,,,,,0.99018,,categorical-41200-both_sexes-X411.tsv.bgz,categorical-41200-both_sexes-X411.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X411.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X411.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X411.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X411.tsv.bgz.tbi,517839795.0,1750919.0,48fd37860597e9b1fcb6b2944516e9f1,c5c8b42262f4d0e1f9dc4a076a2ed906
2997,categorical,41200,both_sexes,X501,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",X50.1 Direct current cardioversion,Health-related outcomes > Hospital inpatient > Summary Operations,4048.0,983.0,3065.0,EUR,1.0,,,,,3674.0,,,,,,416857.0,,,,,,0.16027,,,,,,1.0596,,categorical-41200-both_sexes-X501.tsv.bgz,categorical-41200-both_sexes-X501.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X501.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X501.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X501.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X501.tsv.bgz.tbi,545424750.0,1752104.0,484efd21dc96668c46176444471282fd,5ad6522364a0dc2a175e03b33fd608fa
3001,categorical,41200,both_sexes,X558,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",X55.8 Other specified other operations on unspecified organ,Health-related outcomes > Hospital inpatient > Summary Operations,1796.0,976.0,820.0,EUR,1.0,,,,,1552.0,,,,,,418979.0,,,,,,0.16616,,,,,,1.0256,,categorical-41200-both_sexes-X558.tsv.bgz,categorical-41200-both_sexes-X558.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X558.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X558.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-X558.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-X558.tsv.bgz.tbi,539505718.0,1751907.0,c37e38628bf9f6d3eee7544d712b897f,b6afb9257b85599a6f23401bdf5adc22
